"","pop1","pop2","dyadID","ones","total","sim","index","simbin"
"557","Sapo","Bakoun-Sobory","Bakoun-Sobory_Sapo",4285,956255,0.00448102232145191,16,1
"512","MtCameroon","Sangaredi","MtCameroon_Sangaredi",18,858282,2.09721280418324e-05,17,1
"520","MtSangbe","Rubi-Tele","MtSangbe_Rubi-Tele",37,928123,3.98654057705714e-05,18,1
"364","Goualougo","Ngogo","Goualougo_Ngogo",2682,949454,0.00282478140067871,19,1
"84","Bili-Uele","Lope","Bili-Uele_Lope",537,927278,0.000579114354055634,20,1
"349","Gishwati","Sobeya","Gishwati_Sobeya",394,951486,0.000414089119545637,21,1
"108","Boe","Issa-Ugalla","Boe_Issa-Ugalla",1879,954501,0.00196856786949411,22,1
"49","Bateke","Kayan","Bateke_Kayan",52,867498,5.99425013083604e-05,23,1
"210","Comoe","Tai","Comoe_Tai",4671,954753,0.00489236483153234,24,1
"450","Korup","Nyungwe","Korup_Nyungwe",563,947438,0.000594234134581893,25,1
"273","Djouroutou","Lope","Djouroutou_Lope",56,937282,5.97472265550816e-05,26,1
"157","Bwindi","Conkouati","Bwindi_Conkouati",1813,948029,0.00191238875604016,27,1
"112","Boe","LaBelgique","Boe_LaBelgique",29,821340,3.53081549662746e-05,28,1
"154","Budongo","Bakoun-Sobory","Bakoun-Sobory_Budongo",463,950137,0.000487298147530304,29,1
"137","Budongo","Issa-Ugalla","Budongo_Issa-Ugalla",4373,950112,0.00460261527062073,30,1
"5","Bafing","Bwindi","Bafing_Bwindi",68,932636,7.29116182519225e-05,31,1
"101","Boe","Dindefelo","Boe_Dindefelo",4341,949136,0.00457363328332294,32,1
"522","MtSangbe","Sapo","MtSangbe_Sapo",1250,942148,0.00132675545667984,33,1
"24","Bafing","MtSangbe","Bafing_MtSangbe",373,927021,0.00040236413198838,34,1
"145","Budongo","MtCameroon","Budongo_MtCameroon",92,858922,0.000107111006587327,35,1
"395","Issa-Ugalla","Loango","Issa-Ugalla_Loango",2680,952535,0.00281354490911095,36,1
"251","Dindefelo","MtCameroon","Dindefelo_MtCameroon",22,858919,2.56135910371059e-05,37,1
"78","Bili-Uele","Issa-Ugalla","Bili-Uele_Issa-Ugalla",1786,934766,0.001910638598323,38,1
"109","Boe","Kabogo","Boe_Kabogo",56,881215,6.35486232077302e-05,39,1
"547","Rubi-Tele","Sangaredi","Rubi-Tele_Sangaredi",48,931919,5.1506622356664e-05,40,1
"179","Bwindi","Sangaredi","Bwindi_Sangaredi",110,943823,0.000116547276343128,41,1
"127","Budongo","Bwindi","Budongo_Bwindi",5028,946716,0.00531099083568884,42,1
"35","Bateke","Boe","Bateke_Boe",26,867488,2.99715961488804e-05,43,1
"68","Bili-Uele","Bwindi","Bili-Uele_Bwindi",1915,933088,0.00205232518261943,44,1
"111","Boe","Korup","Boe_Korup",543,946498,0.000573693763748048,45,1
"105","Boe","Gishwati","Boe_Gishwati",512,950496,0.000538666128000539,46,1
"280","Djouroutou","Rubi-Tele","Djouroutou_Rubi-Tele",38,930419,4.08418142793731e-05,47,1
"535","Ngogo","Rubi-Tele","Ngogo_Rubi-Tele",4287,935678,0.00458170438975801,48,1
"258","Dindefelo","Sapo","Dindefelo_Sapo",1956,950134,0.00205865698943517,49,1
"150","Budongo","Rubi-Tele","Budongo_Rubi-Tele",2691,931915,0.00288760241009105,50,1
"41","Bateke","Djouroutou","Bateke_Djouroutou",8,865552,9.24265670924451e-06,51,1
"415","Kabogo","MtCameroon","Kabogo_MtCameroon",30,814271,3.68427710184938e-05,52,1
"313","Gashaka","Kabogo","Gashaka_Kabogo",217,883293,0.000245671594816216,53,1
"329","Gashaka","Bakoun-Sobory","Bakoun-Sobory_Gashaka",1962,957169,0.00204979475933717,54,1
"344","Gishwati","Ngogo","Gishwati_Ngogo",7803,953685,0.00818194686924928,55,1
"238","Dindefelo","EastNimba","Dindefelo_EastNimba",1889,949084,0.00199034015956438,56,1
"411","Kabogo","LaBelgique","Kabogo_LaBelgique",66,781724,8.44287753734054e-05,57,2
"34","Bateke","Bili-Uele","Bateke_Bili-Uele",73,862320,8.46553483625568e-05,58,2
"383","Grebo","Ngogo","Grebo_Ngogo",3056,958774,0.00318740391374818,59,2
"13","Bafing","Goualougo","Bafing_Goualougo",67,931398,7.19348763901146e-05,60,2
"22","Bafing","Mbe","Bafing_Mbe",83,932634,8.89952543012586e-05,61,2
"118","Boe","MtCristal","Boe_MtCristal",475,950312,0.000499835843386172,62,2
"427","Kayan","LaBelgique","Kayan_LaBelgique",37,822579,4.4980482117827e-05,63,2
"367","Goualougo","Sangaredi","Goualougo_Sangaredi",99,943860,0.000104888436844447,64,2
"282","Djouroutou","Sapo","Djouroutou_Sapo",1986,946722,0.00209776470811917,65,2
"42","Bateke","EastNimba","Bateke_EastNimba",19,867010,2.19143954510329e-05,66,2
"405","Issa-Ugalla","Sapo","Issa-Ugalla_Sapo",1317,956039,0.00137755886527642,67,2
"514","MtCameroon","Sobeya","MtCameroon_Sobeya",38,859424,4.42156607215996e-05,68,2
"351","Gishwati","Tai","Gishwati_Tai",241,951322,0.00025333167949443,69,2
"452","Korup","Sangaredi","Korup_Sangaredi",89,943213,9.4358326274129e-05,70,2
"40","Bateke","Dindefelo","Bateke_Dindefelo",15,866759,1.73058485692101e-05,71,2
"271","Djouroutou","LaBelgique","Djouroutou_LaBelgique",9,821218,1.09593311398435e-05,72,2
"454","Korup","Sobeya","Korup_Sobeya",404,947667,0.000426310085715763,73,2
"213","Conkouati","EastNimba","Conkouati_EastNimba",390,950583,0.000410274536784268,74,2
"229","Conkouati","Ngogo","Conkouati_Ngogo",4274,954109,0.00447957204051109,75,2
"544","Nyungwe","Sobeya","Nyungwe_Sobeya",435,952164,0.000456854071357455,76,2
"307","EastNimba","Bakoun-Sobory","Bakoun-Sobory_EastNimba",3382,953860,0.00354559369299478,77,2
"89","Bili-Uele","Ngogo","Bili-Uele_Ngogo",3561,935020,0.00380847468503348,78,2
"537","Ngogo","Sapo","Ngogo_Sapo",1754,957075,0.00183266724133427,79,2
"23","Bafing","MtCameroon","Bafing_MtCameroon",8,852475,9.38443942637614e-06,80,2
"528","MtCristal","Rubi-Tele","MtCristal_Rubi-Tele",1211,934509,0.00129586766954625,81,2
"256","Dindefelo","Rubi-Tele","Dindefelo_Rubi-Tele",69,932434,7.3999875594412e-05,82,2
"538","Ngogo","Sobeya","Ngogo_Sobeya",1771,955926,0.00185265386651268,83,2
"192","Comoe","Issa-Ugalla","Comoe_Issa-Ugalla",2331,957523,0.0024344062753584,84,2
"423","Kabogo","Sobeya","Kabogo_Sobeya",44,882436,4.98619729929423e-05,85,2
"338","Gishwati","Loango","Gishwati_Loango",1771,949805,0.00186459325861624,86,2
"244","Dindefelo","Kabogo","Dindefelo_Kabogo",31,881292,3.51756285090526e-05,87,2
"261","Dindefelo","Tai","Dindefelo_Tai",1946,949251,0.00205003734523324,88,2
"402","Issa-Ugalla","Nyungwe","Issa-Ugalla_Nyungwe",8217,953938,0.00861376735175661,89,2
"500","Mbe","Nyungwe","Mbe_Nyungwe",591,950097,0.000622041749421375,90,2
"354","Goualougo","Kabogo","Goualougo_Kabogo",404,881434,0.000458344016681907,91,2
"421","Kabogo","Sangaredi","Kabogo_Sangaredi",23,881111,2.6103408083658e-05,92,2
"412","Kabogo","Loango","Kabogo_Loango",446,882303,0.000505495277699384,93,2
"94","Bili-Uele","Sobeya","Bili-Uele_Sobeya",128,934233,0.0001370107885292,94,2
"542","Nyungwe","Sangaredi","Nyungwe_Sangaredi",146,947176,0.000154142419149134,95,2
"257","Dindefelo","Sangaredi","Dindefelo_Sangaredi",2358,945323,0.00249438551690798,96,2
"469","LaBelgique","Bakoun-Sobory","Bakoun-Sobory_LaBelgique",38,822569,4.61967324321729e-05,97,2
"70","Bili-Uele","Conkouati","Bili-Uele_Conkouati",1131,933970,0.00121095966679872,98,2
"201","Comoe","MtSangbe","Comoe_MtSangbe",1790,942437,0.00189933120197955,99,2
"71","Bili-Uele","Dindefelo","Bili-Uele_Dindefelo",55,932871,5.89577765843295e-05,100,2
"434","Kayan","Ngogo","Kayan_Ngogo",2568,958534,0.00267909119551315,101,2
"340","Gishwati","Mbe","Gishwati_Mbe",467,949344,0.000491918630127751,102,2
"9","Bafing","Djouroutou","Bafing_Djouroutou",500,930967,0.000537075965098656,103,2
"221","Conkouati","Korup","Conkouati_Korup",942,946645,0.000995093197555578,104,2
"470","LaBelgique","Tai","LaBelgique_Tai",14,822249,1.70264725162329e-05,105,2
"433","Kayan","MtCristal","Kayan_MtCristal",556,953092,0.000583364460094094,106,2
"269","Djouroutou","Kayan","Djouroutou_Kayan",1581,947232,0.00166907367994325,107,2
"473","Loango","MtCameroon","Loango_MtCameroon",170,859010,0.00019790223629527,108,2
"57","Bateke","MtCristal","Bateke_MtCristal",1083,867177,0.00124887998643875,109,2
"378","Grebo","Lope","Grebo_Lope",224,942547,0.000237653931315892,110,2
"253","Dindefelo","MtCristal","Dindefelo_MtCristal",188,948362,0.00019823653836826,111,2
"493","Lope","Sobeya","Lope_Sobeya",145,941327,0.000154037863569195,112,2
"416","Kabogo","MtSangbe","Kabogo_MtSangbe",26,878102,2.96093164575414e-05,113,3
"487","Lope","MtCristal","Lope_MtCristal",4881,941622,0.00518360870922727,114,3
"526","MtCristal","Ngogo","MtCristal_Ngogo",3751,953753,0.00393288409053497,115,3
"59","Bateke","Nyungwe","Bateke_Nyungwe",176,867302,0.00020292816112496,116,3
"176","Bwindi","Ngogo","Bwindi_Ngogo",7968,949809,0.00838905506264944,117,3
"288","EastNimba","Goualougo","EastNimba_Goualougo",168,947412,0.00017732517637522,118,3
"274","Djouroutou","Mbe","Djouroutou_Mbe",87,944458,9.21163249186306e-05,119,3
"294","EastNimba","LaBelgique","EastNimba_LaBelgique",21,822258,2.55394292302416e-05,120,3
"203","Comoe","Ngogo","Comoe_Ngogo",3049,959018,0.00317929381930266,121,3
"320","Gashaka","MtCameroon","Gashaka_MtCameroon",3228,859634,0.00375508646703132,122,3
"531","MtCristal","Sobeya","MtCristal_Sobeya",386,951271,0.00040577290803567,123,3
"30","Bafing","Sapo","Bafing_Sapo",944,934372,0.00101030424713069,124,3
"298","EastNimba","MtCameroon","EastNimba_MtCameroon",24,859190,2.79332860019321e-05,125,3
"425","Kabogo","Tai","Kabogo_Tai",36,882876,4.07758280891088e-05,126,3
"385","Grebo","Rubi-Tele","Grebo_Rubi-Tele",156,935050,0.000166835998074969,127,3
"466","LaBelgique","Sangaredi","LaBelgique_Sangaredi",11,821355,1.33925038503449e-05,128,3
"319","Gashaka","Mbe","Gashaka_Mbe",7986,951393,0.00839400752370472,129,3
"467","LaBelgique","Sapo","LaBelgique_Sapo",30,822455,3.64761597898973e-05,130,3
"131","Budongo","Djouroutou","Budongo_Djouroutou",88,943647,9.32552108998386e-05,131,3
"290","EastNimba","Issa-Ugalla","EastNimba_Issa-Ugalla",506,953522,0.000530664211208551,132,3
"172","Bwindi","Mbe","Bwindi_Mbe",368,946163,0.000388939326521963,133,3
"260","Dindefelo","Bakoun-Sobory","Bakoun-Sobory_Dindefelo",4173,950666,0.00438955427037466,134,3
"289","EastNimba","Grebo","EastNimba_Grebo",4712,953690,0.00494080885822437,135,3
"18","Bafing","Korup","Bafing_Korup",61,930416,6.55620711595673e-05,136,3
"230","Conkouati","Nyungwe","Conkouati_Nyungwe",2612,951002,0.00274657676850312,137,3
"10","Bafing","EastNimba","Bafing_EastNimba",976,933936,0.00104503948878724,138,3
"36","Bateke","Budongo","Bateke_Budongo",118,867139,0.00013607968272676,139,3
"293","EastNimba","Korup","EastNimba_Korup",166,947205,0.000175252453270411,140,3
"430","Kayan","Mbe","Kayan_Mbe",391,951664,0.000410859294877184,141,3
"4","Bafing","Budongo","Bafing_Budongo",75,933042,8.03822335972014e-05,142,3
"21","Bafing","Lope","Bafing_Lope",34,926859,3.66830337732061e-05,143,3
"506","Mbe","Tai","Mbe_Tai",210,950034,0.00022104472050474,144,3
"441","Kayan","Tai","Kayan_Tai",3407,954531,0.00356929214451914,145,3
"110","Boe","Kayan","Boe_Kayan",6993,954868,0.00732352534591169,146,3
"190","Comoe","Goualougo","Comoe_Goualougo",473,949114,0.000498359522670617,147,3
"214","Conkouati","Gashaka","Conkouati_Gashaka",3404,953705,0.00356923786705533,148,3
"485","Lope","MtCameroon","Lope_MtCameroon",102,856230,0.000119126870116674,149,3
"65","Bateke","Tai","Bateke_Tai",18,867048,2.0760096326847e-05,150,3
"318","Gashaka","Lope","Gashaka_Lope",1359,942413,0.00144204292597831,151,3
"17","Bafing","Kayan","Bafing_Kayan",2028,934682,0.00216972189471927,152,3
"278","Djouroutou","Ngogo","Djouroutou_Ngogo",304,947421,0.000320871080543919,153,3
"372","Grebo","Issa-Ugalla","Grebo_Issa-Ugalla",2238,957380,0.00233762978127807,154,3
"371","Goualougo","Tai","Goualougo_Tai",169,947582,0.000178348681169545,155,3
"146","Budongo","MtSangbe","Budongo_MtSangbe",88,938374,9.37792394077415e-05,156,3
"541","Nyungwe","Rubi-Tele","Nyungwe_Rubi-Tele",2848,934802,0.00304663447446625,157,3
"426","Kayan","Korup","Kayan_Korup",549,949163,0.000578404341509309,158,3
"325","Gashaka","Rubi-Tele","Gashaka_Rubi-Tele",531,934999,0.000567915045898445,159,3
"449","Korup","Ngogo","Korup_Ngogo",1215,949616,0.00127946454145676,160,3
"373","Grebo","Kabogo","Grebo_Kabogo",72,883379,8.15052202961583e-05,161,3
"400","Issa-Ugalla","MtCristal","Issa-Ugalla_MtCristal",2510,953011,0.00263375763763482,162,3
"491","Lope","Sangaredi","Lope_Sangaredi",71,938505,7.5652234138337e-05,163,3
"8","Bafing","Dindefelo","Bafing_Dindefelo",1560,933144,0.00167176770144801,164,3
"315","Gashaka","Korup","Gashaka_Korup",8076,948995,0.00851005537436973,165,3
"323","Gashaka","Ngogo","Gashaka_Ngogo",4143,958376,0.00432293797006603,166,3
"536","Ngogo","Sangaredi","Ngogo_Sangaredi",364,948849,0.000383622683904394,167,3
"162","Bwindi","Gishwati","Bwindi_Gishwati",5374,947557,0.00567142662657761,168,3
"58","Bateke","Ngogo","Bateke_Ngogo",239,867665,0.000275451931332945,169,3
"519","MtSangbe","Nyungwe","MtSangbe_Nyungwe",107,941587,0.000113637932554294,170,4
"286","EastNimba","Gashaka","EastNimba_Gashaka",565,953351,0.000592646360049971,171,4
"115","Boe","Mbe","Boe_Mbe",403,948904,0.000424700496572888,172,4
"242","Dindefelo","Grebo","Dindefelo_Grebo",2869,950805,0.00301744311399288,173,4
"164","Bwindi","Grebo","Bwindi_Grebo",397,949479,0.000418124044870924,174,4
